Class,Category,ID,Term,Genes,adj_pval
BC13,BP,GO:0008361,regulation of cell size,"Olfm1, Ntrk3, Lrp1, Prr16, Rap1gap2",0.011692981
BC13,BP,GO:1903977,positive regulation of glial cell migration,"Ptprz1, Lrp1",0.011799765
BC13,BP,GO:1901890,positive regulation of cell junction assembly,"Ntrk3, Nrxn1, Cntnap2, Clstn2",0.012531802
BC13,BP,GO:1901888,regulation of cell junction assembly,"Ntrk3, Nrxn1, Lrp1, Cntnap2, Clstn2",0.013092072
BC13,BP,GO:2001223,negative regulation of neuron migration,"Olfm1, Srgap2",0.013476315
BC13,BP,GO:0060996,dendritic spine development,"Reln, Grin3a, Srgap2, Epha5",0.013670089
BC13,BP,GO:0040013,negative regulation of locomotion,"Plcb1, Grm5, Olfm1, Lrp1, Srgap2, Srgap3",0.014388353
BC13,BP,GO:0021700,developmental maturation,"Unc13c, Reln, Plcb1, Nrxn1, Cntnap2, Igsf21",0.014720809
BC13,BP,GO:0014820,tonic smooth muscle contraction,"Cacna1g, Mylk",0.014720809
BC13,BP,GO:0036376,sodium ion export across plasma membrane,"Slc8a1, Atp1a1",0.014720809
BC13,BP,GO:0099151,regulation of postsynaptic density assembly,"Ntrk3, Nrxn1",0.014720809
BC13,BP,GO:0030073,insulin secretion,"Mcu, Nrxn1, Ptprn2, Lrp1, Epha5",0.014720809
BC13,BP,GO:0035235,ionotropic glutamate receptor signaling pathway,"Grin3a, Gria2",0.016501469
BC13,BP,GO:0048680,positive regulation of axon regeneration,"Ntrk3, Lrp1",0.016501469
BC13,BP,GO:1903078,positive regulation of protein localization to plasma membrane,"Nrxn1, Lrp1, Pgrmc1",0.016710875
BC13,BP,GO:0070572,positive regulation of neuron projection regeneration,"Ntrk3, Lrp1",0.018122066
BC13,BP,GO:0090128,regulation of synapse maturation,"Reln, Nrxn1",0.018122066
BC13,BP,GO:1904862,inhibitory synapse assembly,"Gabra1, Cntnap2",0.018122066
BC13,BP,GO:0001508,action potential,"Ntrk3, Cntnap2, Scn8a, Cacna1g",0.018166476
BC13,BP,GO:0071333,cellular response to glucose stimulus,"Nrxn1, Ptprn2, Lrp1, Epha5",0.019433467
BC13,BP,GO:0019896,axonal transport of mitochondrion,"Map6, Agbl4",0.019714438
BC13,BP,GO:1904889,regulation of excitatory synapse assembly,"Ntrk3, Nrxn1",0.019714438
BC13,BP,GO:0050684,regulation of mRNA processing,"Rbfox3, Nova2, Khdrbs3, Khdrbs2",0.019714438
BC13,BP,GO:0071331,cellular response to hexose stimulus,"Nrxn1, Ptprn2, Lrp1, Epha5",0.019714438
BC13,BP,GO:0035725,sodium ion transmembrane transport,"Plcb1, Slc8a1, Atp1a1, Scn8a",0.020032848
BC13,BP,GO:0021695,cerebellar cortex development,"Nrxn1, Cntnap2, Nav2",0.020439011
BC13,BP,GO:1904377,positive regulation of protein localization to cell periphery,"Nrxn1, Lrp1, Pgrmc1",0.020439011
BC13,BP,GO:0032793,positive regulation of CREB transcription factor activity,"Reln, Epha5",0.02053639
BC13,BP,GO:0042711,maternal behavior,"Brinp1, Npas3",0.02053639
BC13,BP,GO:0060134,prepulse inhibition,"Nrxn1, Grin3a",0.02053639
BC13,BP,GO:0099150,regulation of postsynaptic specialization assembly,"Ntrk3, Nrxn1",0.02053639
BC13,BP,GO:0060746,parental behavior,"Brinp1, Npas3",0.022323199
BC13,BP,GO:0072578,neurotransmitter-gated ion channel clustering,"Reln, Nrxn1",0.022323199
BC13,BP,GO:1905874,regulation of postsynaptic density organization,"Ntrk3, Nrxn1",0.022323199
BC13,BP,GO:0043484,regulation of RNA splicing,"Rbfox3, Nova2, Khdrbs3, Khdrbs2",0.022323199
BC13,BP,GO:0007613,memory,"Reln, Plcb1, Brinp1, Pgrmc1",0.022665543
BC13,BP,GO:1903036,positive regulation of response to wounding,"Ntrk3, Lrp1, Mylk",0.023026454
BC13,BP,GO:0097120,receptor localization to synapse,"Reln, Nrxn1, Anks1b",0.023637253
BC13,BP,GO:0051481,negative regulation of cytosolic calcium ion concentration,"Slc8a1, Lrp1",0.023637253
BC13,BP,GO:1902430,negative regulation of amyloid-beta formation,"Olfm1, Spon1",0.023637253
BC13,BP,GO:0010977,negative regulation of neuron projection development,"Ptprz1, Lrp1, Crmp1, Rap1gap2",0.023880677
BC13,BP,GO:0032412,regulation of ion transmembrane transporter activity,"Reln, Plcb1, Grm5, Nrxn1, Kcnab1",0.024205415
BC13,BP,GO:0048588,developmental cell growth,"Zeb2, Olfm1, Ntrk3, Sorbs2, Lrp1",0.024797514
BC13,BP,GO:1903975,regulation of glial cell migration,"Ptprz1, Lrp1",0.025292162
BC13,BP,GO:0001678,cellular glucose homeostasis,"Nrxn1, Ptprn2, Lrp1, Epha5",0.025321385
BC13,BP,GO:0051965,positive regulation of synapse assembly,"Ntrk3, Nrxn1, Clstn2",0.02667342
BC13,BP,GO:2001224,positive regulation of neuron migration,"Reln, Ptprz1",0.02667342
BC13,BP,GO:0048015,phosphatidylinositol-mediated signaling,"Reln, Plcb1, Ntrk3, Ptpn13",0.02667342
BC13,BP,GO:0022898,regulation of transmembrane transporter activity,"Reln, Plcb1, Grm5, Nrxn1, Kcnab1",0.02667342
BC13,BP,GO:0042593,glucose homeostasis,"Mcu, Nrxn1, Ptprn2, Lrp1, Epha5",0.02667342
BC13,BP,GO:0006887,exocytosis,"Unc13c, Prkcb, Nrxn1, Grin3a, Rab27a, Cacna1g",0.026701533
BC13,BP,GO:0033500,carbohydrate homeostasis,"Mcu, Nrxn1, Ptprn2, Lrp1, Epha5",0.026701533
BC13,BP,GO:0030072,peptide hormone secretion,"Mcu, Nrxn1, Ptprn2, Lrp1, Epha5",0.026920247
BC13,BP,GO:0048017,inositol lipid-mediated signaling,"Reln, Plcb1, Ntrk3, Ptpn13",0.027472634
BC13,BP,GO:0045055,regulated exocytosis,"Unc13c, Prkcb, Grin3a, Rab27a, Cacna1g",0.027472634
BC13,BP,GO:0006883,cellular sodium ion homeostasis,"Slc8a1, Atp1a1",0.027472634
BC13,BP,GO:0007625,grooming behavior,"Nrxn1, Cntnap2",0.027472634
BC13,BP,GO:1902992,negative regulation of amyloid precursor protein catabolic process,"Olfm1, Spon1",0.027472634
BC13,BP,GO:0061178,regulation of insulin secretion involved in cellular response to glucose stimulus,"Nrxn1, Lrp1, Epha5",0.028183879
BC13,BP,GO:0002790,peptide secretion,"Mcu, Nrxn1, Ptprn2, Lrp1, Epha5",0.028721326
BC13,BP,GO:0030336,negative regulation of cell migration,"Plcb1, Olfm1, Lrp1, Srgap2, Srgap3",0.028721326
BC13,BP,GO:0034643,"establishment of mitochondrion localization, microtubule-mediated","Map6, Agbl4",0.028929738
BC13,BP,GO:0047497,mitochondrion transport along microtubule,"Map6, Agbl4",0.028929738
BC13,BP,GO:0035418,protein localization to synapse,"Reln, Nrxn1, Nrxn2",0.029151966
BC13,BP,GO:0032409,regulation of transporter activity,"Reln, Plcb1, Grm5, Nrxn1, Kcnab1",0.029656041
BC13,BP,GO:0033674,positive regulation of kinase activity,"Reln, Grm5, Zeb2, Ntrk3, Nrxn1, Epha5",0.030562104
BC13,BP,GO:2000311,regulation of AMPA receptor activity,"Reln, Nrxn1",0.030579758
BC13,BP,GO:0050770,regulation of axonogenesis,"Map6, Zeb2, Ntrk3, Lrp1",0.031266086
BC13,BP,GO:0060079,excitatory postsynaptic potential,"Reln, Nrxn1, Cntnap2",0.031266086
BC13,BP,GO:0009749,response to glucose,"Nrxn1, Ptprn2, Lrp1, Epha5",0.031266086
BC13,BP,GO:0048813,dendrite morphogenesis,"Reln, Map6, Ptprz1, Epha5",0.031266086
BC13,BP,GO:0050796,regulation of insulin secretion,"Mcu, Nrxn1, Lrp1, Epha5",0.031266086
BC13,BP,GO:1903305,regulation of regulated secretory pathway,"Prkcb, Grin3a, Rab27a, Cacna1g",0.031266086
BC13,BP,GO:0007205,protein kinase C-activating G protein-coupled receptor signaling pathway,"Grm5, Lrp1",0.031266086
BC13,BP,GO:0021801,cerebral cortex radial glia-guided migration,"Reln, Srgap2",0.031266086
BC13,BP,GO:0022030,telencephalon glial cell migration,"Reln, Srgap2",0.031266086
BC13,BP,GO:2000146,negative regulation of cell motility,"Plcb1, Olfm1, Lrp1, Srgap2, Srgap3",0.031270236
BC13,BP,GO:0019932,second-messenger-mediated signaling,"Grm5, Itpr1, Slc8a1, Mcu, Epha5",0.031958637
BC13,BP,GO:0009746,response to hexose,"Nrxn1, Ptprn2, Lrp1, Epha5",0.032270579
BC13,BP,GO:0030534,adult behavior,"Nrxn1, Cntnap2, Nrxn2, Scn8a",0.032332946
BC13,BP,GO:0014829,vascular associated smooth muscle contraction,"Slc8a1, Cacna1g",0.032332946
BC13,BP,GO:0051654,establishment of mitochondrion localization,"Map6, Agbl4",0.032332946
BC13,BP,GO:2000310,regulation of NMDA receptor activity,"Reln, Nrxn1",0.032332946
BC13,BP,GO:0007015,actin filament organization,"Sptb, Mcu, Kirrel, Sorbs2, Iqgap2, Stmn1",0.033301126
BC13,BP,GO:0015833,peptide transport,"Mcu, Nrxn1, Ptprn2, Lrp1, Epha5",0.033301126
BC13,BP,GO:0070509,calcium ion import,"Slc8a1, Mcu, Cacna1g",0.034792928
BC13,BP,GO:0002028,regulation of sodium ion transport,"Plcb1, Slc8a1, Atp1a1",0.035617543
BC13,BP,GO:0019722,calcium-mediated signaling,"Grm5, Itpr1, Slc8a1, Mcu",0.03599399
BC13,BP,GO:0030318,melanocyte differentiation,"Zeb2, Rab27a",0.03599399
BC13,BP,GO:1905475,regulation of protein localization to membrane,"Nrxn1, Sorbs2, Lrp1, Pgrmc1",0.036396547
BC13,BP,GO:0009410,response to xenobiotic stimulus,"Prkcb, Atp1a1, Guk1, Cntnap2, Mylk",0.037035652
BC13,BP,GO:0099565,"chemical synaptic transmission, postsynaptic","Reln, Nrxn1, Cntnap2",0.037035652
BC13,BP,GO:0006397,mRNA processing,"Adarb2, Plcb1, Rbfox3, Nova2, Khdrbs3, Khdrbs2",0.037035652
BC13,BP,GO:0006779,porphyrin-containing compound biosynthetic process,"Sptb, Pgrmc1",0.037035652
BC13,BP,GO:0021952,central nervous system projection neuron axonogenesis,"Zeb2, Dcc",0.037035652
BC13,BP,GO:0033014,tetrapyrrole biosynthetic process,"Sptb, Pgrmc1",0.037035652
BC13,BP,GO:0097061,dendritic spine organization,"Reln, Cntnap2, Epha5",0.037752506
BC13,BP,GO:0050806,positive regulation of synaptic transmission,"Reln, Nrxn1, Gria2, Gria4, Clstn2",0.038232832
BC13,BP,GO:0002026,regulation of the force of heart contraction,"Slc8a1, Atp1a1",0.038674967
BC13,BP,GO:0086010,membrane depolarization during action potential,"Scn8a, Cacna1g",0.038674967
BC13,BP,GO:0014066,regulation of phosphatidylinositol 3-kinase signaling,"Reln, Ntrk3, Ptpn13",0.03904246
BC13,BP,GO:0048665,neuron fate specification,"Myt1l, Ntrk3",0.040526781
BC13,BP,GO:0048668,collateral sprouting,"Zeb2, Lrp1",0.040526781
BC13,BP,GO:0033555,multicellular organismal response to stress,"Reln, Brinp1, Cntnap2",0.042391908
BC13,BP,GO:0095500,acetylcholine receptor signaling pathway,"Plcb1, Sorbs2",0.042391908
BC13,BP,GO:1904646,cellular response to amyloid-beta,"Grm5, Lrp1",0.042391908
BC13,BP,GO:0042886,amide transport,"Mcu, Nrxn1, Ptprn2, Lrp1, Epha5",0.042884067
BC13,BP,GO:0006874,cellular calcium ion homeostasis,"Itpr1, Prkcb, Slc8a1, Mcu, Lrp1, Cacna1g",0.042884067
BC13,BP,GO:0106027,neuron projection organization,"Reln, Cntnap2, Epha5",0.043396981
BC13,BP,GO:0035335,peptidyl-tyrosine dephosphorylation,"Ptprz1, Ptpn13",0.043396981
BC13,BP,GO:0048013,ephrin receptor signaling pathway,"Anks1b, Epha5",0.043396981
BC13,BP,GO:0071985,multivesicular body sorting pathway,"Sort1, Rab27a",0.043396981
BC13,BP,GO:0099563,modification of synaptic structure,"Cttnbp2, Pgrmc1",0.043396981
BC13,BP,GO:0031532,actin cytoskeleton reorganization,"Ntrk3, Mcu, Iqgap2",0.043889677
BC13,BP,GO:0001933,negative regulation of protein phosphorylation,"Slc8a1, Ntrk3, Kirrel, Lrp1, Ptpn13",0.04392757
BC13,BP,GO:0070371,ERK1 and ERK2 cascade,"Nrxn1, Lrp1, Cntnap2, Dcc, Eif3a",0.04392757
BC13,BP,GO:0021987,cerebral cortex development,"Reln, Plcb1, Srgap2",0.04392757
BC13,BP,GO:0099175,regulation of postsynapse organization,"Reln, Ntrk3, Nrxn1",0.04392757
BC13,BP,GO:1905477,positive regulation of protein localization to membrane,"Nrxn1, Lrp1, Pgrmc1",0.04392757
BC13,BP,GO:0016339,calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules,"Cdh18, Nrxn1",0.04397978
BC13,BP,GO:0035640,exploration behavior,"Lsamp, Brinp1",0.04397978
BC13,BP,GO:1905145,cellular response to acetylcholine,"Plcb1, Sorbs2",0.04397978
BC13,BP,GO:0007156,homophilic cell adhesion via plasma membrane adhesion molecules,"Clstn2, Kirrel3, Igsf21",0.04397978
BC13,BP,GO:0021549,cerebellum development,"Nrxn1, Cntnap2, Nav2",0.04397978
BC13,BP,GO:0030516,regulation of axon extension,"Olfm1, Ntrk3, Lrp1",0.044864839
BC13,BP,GO:0048679,regulation of axon regeneration,"Ntrk3, Lrp1",0.045399322
BC13,BP,GO:1905144,response to acetylcholine,"Plcb1, Sorbs2",0.045399322
BC13,BP,GO:0045860,positive regulation of protein kinase activity,"Reln, Grm5, Zeb2, Ntrk3, Nrxn1",0.046232412
BC13,BP,GO:1903076,regulation of protein localization to plasma membrane,"Nrxn1, Lrp1, Pgrmc1",0.046232412
BC13,BP,GO:0035909,aorta morphogenesis,"Lrp1, Mylk",0.04681425
BC13,BP,GO:0070306,lens fiber cell differentiation,"Zeb2, Ntrk3",0.04681425
BC13,BP,GO:2000463,positive regulation of excitatory postsynaptic potential,"Reln, Nrxn1",0.04681425
BC13,BP,GO:0099504,synaptic vesicle cycle,"Unc13c, Prkcb, Nrxn1, Grin3a",0.047345081
BC13,BP,GO:0006939,smooth muscle contraction,"Slc8a1, Cacna1g, Mylk",0.047401074
BC13,BP,GO:0090276,regulation of peptide hormone secretion,"Mcu, Nrxn1, Lrp1, Epha5",0.048013767
BC13,BP,GO:0021799,cerebral cortex radially oriented cell migration,"Reln, Srgap2",0.048013767
BC13,BP,GO:1902003,regulation of amyloid-beta formation,"Olfm1, Spon1",0.048013767
BC13,BP,GO:1905606,regulation of presynapse assembly,"Ntrk3, Nrxn1",0.048013767
BC13,BP,GO:0021782,glial cell development,"Ntrk3, Lrp1, Cntnap2",0.048368994
BC13,BP,GO:1902414,protein localization to cell junction,"Reln, Nrxn1, Nrxn2",0.048368994
BC13,BP,GO:0046879,hormone secretion,"Mcu, Nrxn1, Ptprn2, Lrp1, Epha5",0.048381199
BC13,BP,GO:0050931,pigment cell differentiation,"Zeb2, Rab27a",0.048741261
BC13,BP,GO:0070570,regulation of neuron projection regeneration,"Ntrk3, Lrp1",0.048741261
BC13,BP,GO:0071320,cellular response to cAMP,"Itpr1, Slc8a1",0.048741261
BC13,BP,GO:1904645,response to amyloid-beta,"Grm5, Lrp1",0.048741261
BC13,BP,GO:2000249,regulation of actin cytoskeleton reorganization,"Ntrk3, Iqgap2",0.048741261
BC13,BP,GO:0032271,regulation of protein polymerization,"Sptb, Kirrel, Iqgap2, Stmn1",0.048741261
BC13,BP,GO:0051963,regulation of synapse assembly,"Ntrk3, Nrxn1, Clstn2",0.04893311
BC13,BP,GO:0002791,regulation of peptide secretion,"Mcu, Nrxn1, Lrp1, Epha5",0.0490506
BC13,CC,GO:0097060,synaptic membrane,"Gabra1, Unc13c, Grm5, Ptprz1, Itpr1, Olfm1, Slc8a1, Nrxn1, Grin3a, Nrxn2, Srgap2, Dcc, Gria2, Gria4, Clstn2, Rgs7bp, Igsf21",3.17E-12
BC13,CC,GO:0032279,asymmetric synapse,"Grm5, Itpr1, Slc8a1, Sorbs2, Atp1a1, Cntnap2, Srgap2, Dcc, Gria2, Eif3a, Gria4, Clstn2, Rgs7bp",9.75E-09
BC13,CC,GO:0045211,postsynaptic membrane,"Gabra1, Grm5, Ptprz1, Slc8a1, Grin3a, Srgap2, Dcc, Gria2, Gria4, Clstn2, Rgs7bp, Igsf21",9.75E-09
BC13,CC,GO:0098984,neuron to neuron synapse,"Grm5, Itpr1, Slc8a1, Sorbs2, Atp1a1, Cntnap2, Srgap2, Dcc, Gria2, Eif3a, Gria4, Clstn2, Rgs7bp",1.36E-08
BC13,CC,GO:0150034,distal axon,"Unc13c, Ptprz1, Pcdh9, Olfm1, Prkcb, Slc8a1, Nrxn1, Ptprn2, Lrp1, Dcc, Crmp1, Gria2, Gria4",1.62E-08
BC13,CC,GO:0014069,postsynaptic density,"Grm5, Itpr1, Slc8a1, Sorbs2, Atp1a1, Srgap2, Dcc, Gria2, Eif3a, Gria4, Clstn2, Rgs7bp",4.13E-08
BC13,CC,GO:0099572,postsynaptic specialization,"Grm5, Itpr1, Slc8a1, Sorbs2, Atp1a1, Srgap2, Dcc, Gria2, Eif3a, Gria4, Clstn2, Rgs7bp",7.60E-08
BC13,CC,GO:0034703,cation channel complex,"Olfm1, Kcnb2, Mcu, Grin3a, Cntnap2, Kcnab1, Scn8a, Gria2, Gria4, Cacna1g",7.75E-08
BC13,CC,GO:0034702,ion channel complex,"Gabra1, Olfm1, Kcnb2, Mcu, Grin3a, Cntnap2, Kcnab1, Scn8a, Gria2, Gria4, Cacna1g",7.75E-08
BC13,CC,GO:1902495,transmembrane transporter complex,"Gabra1, Olfm1, Kcnb2, Mcu, Grin3a, Atp1a1, Cntnap2, Kcnab1, Scn8a, Gria2, Gria4, Cacna1g",7.75E-08
BC13,CC,GO:1990351,transporter complex,"Gabra1, Olfm1, Kcnb2, Mcu, Grin3a, Atp1a1, Cntnap2, Kcnab1, Scn8a, Gria2, Gria4, Cacna1g",1.04E-07
BC13,CC,GO:0098793,presynapse,"Unc13c, Prkcb, Slc8a1, Nrxn1, Ptprn2, Cttnbp2, Cntnap2, Nrxn2, Gria2, Gria4, Kirrel3, Rgs7bp, Igsf21",1.87E-07
BC13,CC,GO:0043198,dendritic shaft,"Grm5, Slc8a1, Kirrel, Gria2, Kirrel3, Rgs7bp",1.91E-06
BC13,CC,GO:0098978,glutamatergic synapse,"Plcb1, Olfm1, Nrxn1, Cttnbp2, Grin3a, Cntnap2, Gria2, Gria4, Clstn2, Rgs7bp",1.97E-06
BC13,CC,GO:0098685,Schaffer collateral - CA1 synapse,"Grm5, Itpr1, Nrxn1, Anks1b, Dcc, Gria2",5.48E-06
BC13,CC,GO:0030426,growth cone,"Ptprz1, Pcdh9, Olfm1, Nrxn1, Lrp1, Dcc, Crmp1, Gria2",5.57E-06
BC13,CC,GO:0044309,neuron spine,"Grm5, Ptprz1, Slc8a1, Cntnap2, Srgap2, Gria2, Gria4, Rgs7bp",5.65E-06
BC13,CC,GO:0030427,site of polarized growth,"Ptprz1, Pcdh9, Olfm1, Nrxn1, Lrp1, Dcc, Crmp1, Gria2",6.41E-06
BC13,CC,GO:0043235,receptor complex,"Gabra1, Lrp1b, Olfm1, Ntrk3, Ptprn2, Grin3a, Lrp1, Gria2, Gria4, Epha5",1.38E-05
BC13,CC,GO:0098839,postsynaptic density membrane,"Grm5, Dcc, Gria2, Clstn2, Rgs7bp",1.68E-05
BC13,CC,GO:0043197,dendritic spine,"Grm5, Ptprz1, Slc8a1, Srgap2, Gria2, Gria4, Rgs7bp",5.09E-05
BC13,CC,GO:0042734,presynaptic membrane,"Unc13c, Nrxn1, Nrxn2, Gria2, Rgs7bp, Igsf21",5.44E-05
BC13,CC,GO:0099634,postsynaptic specialization membrane,"Grm5, Dcc, Gria2, Clstn2, Rgs7bp",9.08E-05
BC13,CC,GO:0099146,intrinsic component of postsynaptic density membrane,"Dcc, Gria2, Clstn2, Rgs7bp",9.08E-05
BC13,CC,GO:0008328,ionotropic glutamate receptor complex,"Olfm1, Grin3a, Gria2, Gria4",0.000128158
BC13,CC,GO:0098878,neurotransmitter receptor complex,"Olfm1, Grin3a, Gria2, Gria4",0.000147372
BC13,CC,GO:0043679,axon terminus,"Unc13c, Prkcb, Slc8a1, Ptprn2, Gria2, Gria4",0.000344151
BC13,CC,GO:0099240,intrinsic component of synaptic membrane,"Nrxn1, Dcc, Gria2, Clstn2, Rgs7bp",0.000461685
BC13,CC,GO:0098948,intrinsic component of postsynaptic specialization membrane,"Dcc, Gria2, Clstn2, Rgs7bp",0.000461685
BC13,CC,GO:0044306,neuron projection terminus,"Unc13c, Prkcb, Slc8a1, Ptprn2, Gria2, Gria4",0.000571962
BC13,CC,GO:0030133,transport vesicle,"Unc13c, Sort1, Ptprn2, Cttnbp2, Rab27a, Gria2, Kirrel3",0.000672963
BC13,CC,GO:0034706,sodium channel complex,"Scn8a, Gria4, Cacna1g",0.000693006
BC13,CC,GO:0043204,perikaryon,"Reln, Rbfox3, Kcnab1, Gria2, Rgs7bp",0.000744365
BC13,CC,GO:0070382,exocytic vesicle,"Unc13c, Ptprn2, Cttnbp2, Rab27a, Gria2, Kirrel3",0.000787673
BC13,CC,GO:0032281,AMPA glutamate receptor complex,"Olfm1, Gria2, Gria4",0.000787673
BC13,CC,GO:0044304,main axon,"Nav1, Cntnap2, Kcnab1, Scn8a",0.001141545
BC13,CC,GO:0034705,potassium channel complex,"Kcnb2, Cntnap2, Kcnab1, Gria4",0.001351085
BC13,CC,GO:0098936,intrinsic component of postsynaptic membrane,"Dcc, Gria2, Clstn2, Rgs7bp",0.001351085
BC13,CC,GO:0043195,terminal bouton,"Unc13c, Ptprn2, Gria2, Gria4",0.001374147
BC13,CC,GO:0030667,secretory granule membrane,"Itpr1, Ptprn2, Scg3, Rab27a",0.001397809
BC13,CC,GO:0099061,integral component of postsynaptic density membrane,"Dcc, Gria2, Clstn2",0.001518746
BC13,CC,GO:0030027,lamellipodium,"Ptprz1, Srgap2, Iqgap2, Ptpn13, Mylk",0.001651326
BC13,CC,GO:0044295,axonal growth cone,"Olfm1, Nrxn1, Lrp1",0.001951559
BC13,CC,GO:0031252,cell leading edge,"Gabra1, Ptprz1, Cntnap2, Srgap2, Iqgap2, Ptpn13, Mylk",0.002389638
BC13,CC,GO:0044224,juxtaparanode region of axon,"Cntnap2, Kcnab1",0.002401637
BC13,CC,GO:0099699,integral component of synaptic membrane,"Nrxn1, Dcc, Gria2, Clstn2",0.002767959
BC13,CC,GO:0008021,synaptic vesicle,"Unc13c, Ptprn2, Cttnbp2, Gria2, Kirrel3",0.003033538
BC13,CC,GO:0044327,dendritic spine head,"Srgap2, Rgs7bp",0.003877103
BC13,CC,GO:0099060,integral component of postsynaptic specialization membrane,"Dcc, Gria2, Clstn2",0.005126986
BC13,CC,GO:0001518,voltage-gated sodium channel complex,"Scn8a, Cacna1g",0.006433118
BC13,CC,GO:0098982,GABA-ergic synapse,"Gabra1, Plcb1, Nrxn1",0.0069437
BC13,CC,GO:0044305,calyx of Held,"Unc13c, Prkcb",0.0069437
BC13,CC,GO:0046658,anchored component of plasma membrane,"Prmt8, Rgs7bp, Igsf21",0.00764831
BC13,CC,GO:0043194,axon initial segment,"Nav1, Scn8a",0.008267305
BC13,CC,GO:0008076,voltage-gated potassium channel complex,"Kcnb2, Cntnap2, Kcnab1",0.008284239
BC13,CC,GO:0030672,synaptic vesicle membrane,"Unc13c, Ptprn2, Gria2",0.009954623
BC13,CC,GO:0099501,exocytic vesicle membrane,"Unc13c, Ptprn2, Gria2",0.009954623
BC13,CC,GO:0099055,integral component of postsynaptic membrane,"Dcc, Gria2, Clstn2",0.01121625
BC13,CC,GO:0098802,plasma membrane signaling receptor complex,"Olfm1, Grin3a, Gria2, Gria4",0.011253386
BC13,CC,GO:0005874,microtubule,"Map6, Slc8a1, Nav1, Iqgap2, Eif3a, Stmn1",0.011728957
BC13,CC,GO:0031225,anchored component of membrane,"Lsamp, Prmt8, Rgs7bp, Igsf21",0.011790775
BC13,CC,GO:0044291,cell-cell contact zone,"Pcdh9, Slc8a1, Atp1a1",0.011948238
BC13,CC,GO:0060077,inhibitory synapse,"Nrxn1, Igsf21",0.012892365
BC13,CC,GO:0032839,dendrite cytoplasm,"Kcnab1, Gria2",0.013637366
BC13,CC,GO:0031253,cell projection membrane,"Gabra1, Ptprz1, Prkcb, Kirrel, Cntnap2",0.013760558
BC13,CC,GO:0005769,early endosome,"Sort1, Lrp1, Cntnap2, Nsg2, Dner",0.015273518
BC13,CC,GO:0030136,clathrin-coated vesicle,"Sort1, Lrp1, Rab27a",0.022042602
BC13,CC,GO:0030658,transport vesicle membrane,"Unc13c, Ptprn2, Gria2",0.024435459
BC13,CC,GO:0120111,neuron projection cytoplasm,"Kcnab1, Gria2",0.027947014
BC13,CC,GO:0031965,nuclear membrane,"Itpr1, Nrxn1, Tmx4, Rap1gap2",0.027973478
BC13,CC,GO:0005637,nuclear inner membrane,"Itpr1, Tmx4",0.031026145
BC13,CC,GO:0062023,collagen-containing extracellular matrix,"Reln, Ptprz1, Plxdc2, Spon1, Nav2",0.032107531
BC13,CC,GO:0005912,adherens junction,"Cdh18, Epha5, Igsf21",0.034702335
BC13,CC,GO:0098889,intrinsic component of presynaptic membrane,"Nrxn1, Rgs7bp",0.037842101
BC13,CC,GO:0030141,secretory granule,"Itpr1, Ptprn2, Lrp1, Scg3, Rab27a",0.043209753
BC13,CC,GO:0031256,leading edge membrane,"Gabra1, Ptprz1, Cntnap2",0.046901741
BC13,MF,GO:0022836,gated channel activity,"Gabra1, Itpr1, Kcnb2, Grin3a, Kcnab1, Scn8a, Gria2, Gria4, Cacna1g",8.67E-05
BC13,MF,GO:0046873,metal ion transmembrane transporter activity,"Itpr1, Slc8a1, Kcnb2, Mcu, Grin3a, Atp1a1, Kcnab1, Scn8a, Gria2, Cacna1g",8.67E-05
BC13,MF,GO:0005261,cation channel activity,"Itpr1, Kcnb2, Mcu, Grin3a, Kcnab1, Scn8a, Gria2, Gria4, Cacna1g",8.67E-05
BC13,MF,GO:0008066,glutamate receptor activity,"Grm5, Grin3a, Gria2, Gria4",8.67E-05
BC13,MF,GO:0005216,ion channel activity,"Gabra1, Itpr1, Kcnb2, Mcu, Grin3a, Kcnab1, Scn8a, Gria2, Gria4, Cacna1g",8.67E-05
BC13,MF,GO:0098960,postsynaptic neurotransmitter receptor activity,"Gabra1, Grm5, Grin3a, Gria2, Gria4",0.00013114
BC13,MF,GO:0015267,channel activity,"Gabra1, Itpr1, Kcnb2, Mcu, Grin3a, Kcnab1, Scn8a, Gria2, Gria4, Cacna1g",0.00013114
BC13,MF,GO:0022803,passive transmembrane transporter activity,"Gabra1, Itpr1, Kcnb2, Mcu, Grin3a, Kcnab1, Scn8a, Gria2, Gria4, Cacna1g",0.00013114
BC13,MF,GO:0005246,calcium channel regulator activity,"Itpr1, Prkcb, Nrxn1, Nrxn2",0.000302757
BC13,MF,GO:1904315,transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential,"Gabra1, Grin3a, Gria2, Gria4",0.000660706
BC13,MF,GO:0004970,ionotropic glutamate receptor activity,"Grin3a, Gria2, Gria4",0.000660706
BC13,MF,GO:0030594,neurotransmitter receptor activity,"Gabra1, Grm5, Grin3a, Gria2, Gria4",0.00068048
BC13,MF,GO:0099529,neurotransmitter receptor activity involved in regulation of postsynaptic membrane potential,"Gabra1, Grin3a, Gria2, Gria4",0.00068048
BC13,MF,GO:0022824,transmitter-gated ion channel activity,"Gabra1, Grin3a, Gria2, Gria4",0.00068048
